,Time,Tweet,Analysis,Category
7778,2020-07-06 21:25:12+00:00,Gurugram police asked to file FIR against 14 departments for allowing construction in open area | Gurgaon News https://t.co/7sfXHdX7uw,0.0,CRIME
7779,2020-07-06 21:23:50+00:00,Gurugram police asked to file FIR against 14 departments for allowing construction in open area | Gurgaon News – Times of India https://t.co/KZwRbE695N,0.0,TRAVEL
7780,2020-07-06 16:58:26+00:00,‘We should serve the people’: BJP leader @sambitswaraj donates blood plasma at Gurugram hospital | India News https://t.co/adFSYZqMpG,0.0,WOMEN
7781,2020-07-06 16:29:58+00:00,"@manmohan1457 @KamalSharmajee @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Very much alarming situation. Few builder, like ILD green pouring cold water to PM and CM's good efforts. Immediate  action needed agaisnt such builders.",0.5606,GREEN
7782,2020-07-06 16:09:31+00:00,"Gurugram police asked to file FIR against 14 departments - Window To News https://t.co/yYYTqzI2se 

#Gurugram,#FIR,#RamanSharma",0.0,CRIME
7783,2020-07-06 15:49:35+00:00,@manmohan1457 @KamalSharmajee @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Sad state of affairs.. @PMOIndia @cmohry,-0.4767,TRAVEL
7784,2020-07-06 15:43:23+00:00,@manmohan1457 @KamalSharmajee @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Apathy all round - empathy is dead... it’s still a culture of Sarkari Babus- Mr Sharma this is all a merry go round with us helpless buyers tweeting and crying ourselves hoarse but the crimes of the builders go unpunished,-0.6187,PARENTS
7785,2020-07-06 15:40:03+00:00,@manmohan1457 @KamalSharmajee @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI I feel pity for you guys. The coming days will be more tough for you guys,-0.4576,WORLD NEWS
7786,2020-07-06 15:34:54+00:00,"Daily news headlines | 6 July | Canwinn Foundation, Gurugram
Youtube:https://t.co/VpifvRqZa0

@PMOIndia @cmohry @JagranNews @DC_Gurugram 

Helpline: +919654000098

#CanwinnFightsCorona #IndiaFightsCorona #stayhome #staysafe",0.0,WOMEN
7787,2020-07-06 15:16:09+00:00,"@KamalSharmajee @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Sometimes we doubt whom we are tweeting, Govt. Local authorities or just to ourselves to satisfy our inner soul. Anwer is our inner soul. Who is bother to see the grivences of lakh of home buyers. Builders would have never been able to cheat buyers had there been a honest system.",-0.1531,WOMEN
7788,2020-07-06 14:32:42+00:00,BJP leader Sambit Patra donates blood plasma at Gurugram hospital | Gurgaon News https://t.co/mfnfYitVkx,0.0,WOMEN
7789,2020-07-06 13:14:37+00:00,"@RajKVerma4 @mran2608 @indianews_hr @DC_Gurugram @cmohry good news, but people needs to understand the precautions can only save them and others too...",0.7391,WOMEN
7790,2020-07-06 09:56:57+00:00,"Haryana tally crosses 17,000, Gurugram death toll now 100 | Gurgaon News https://t.co/3IyELLzkwc",-0.5994,WOMEN
7791,2020-07-06 08:42:09+00:00,"BJP spokesperson Sambit Patra donates blood plasma at hospital in Gurugram, Haryana https://t.co/8bbrOCiZl3",0.0,WOMEN
7792,2020-07-06 04:08:44+00:00,Gurugram: ‘Drunk’ businessman fires at ex-armyman in Manesar | Gurgaon News https://t.co/PYc2eUiarH,0.0,TRAVEL
7793,2020-07-06 04:02:13+00:00,Coronavirus in Gurgaon: 100 Covid deaths in Gurugram; Nearly 40% did not have comorbidities | Gurgaon News https://t.co/NbCHLEbgmu,0.0,WOMEN
7794,2020-07-06 02:52:30+00:00,100 Covid deaths in Gurugram: Nearly 40% did not have comorbidities - Times of India https://t.co/WywsLsvjwS #diabetes #vingscommunity #news,0.0,WOMEN
7795,2020-07-06 02:35:52+00:00,100 #COVID19 deaths in #Gurugram: Nearly 40% did not have comorbidities | Gurgaon News - Times of India https://t.co/S8246vOtO3,0.0,WOMEN
7796,2020-07-05 18:19:29+00:00,"Sir,this TOI news publication was in July last year. Thought of sharing with ALL aggrieved homebuyers dreams as we continue to wait for our flats. #Sunbreeze Unitech Gurugram @N_Hiranandani @HardeepSPuri @nsitharaman @PMOIndia @pawanshree_adv @CNBCTV18Live https://t.co/MrAtrINaxc",0.6705,HOME & LIVING
7797,2020-07-05 15:41:34+00:00,Are we waiting for an tragedy to happen or what .. because soon there will be a day when people of Haryana will be reading news about unfortunate casualty because a flock of dogs attacked humans.. kindly understand the grave danger of this matter in sector 46 Gurugram https://t.co/LvNi5YMrMk,-0.9477,WOMEN
7798,2020-07-05 15:11:43+00:00,"Daily news headlines | 5 July | Canwinn Foundation, Gurugram
Youtube:https://t.co/D5JufcYCJo

@PMOIndia @cmohry @JagranNews @DC_Gurugram 

Helpline: +919654000098

#CanwinnFightsCorona #IndiaFightsCorona #stayhome #staysafe",0.0,WOMEN
7799,2020-07-05 14:34:56+00:00,"With 120 news Covid19 cases on Sunday in Gurugram, total reach 5949, active 1020, deaths 100 (one today).

Haryana total cases 17005, active 3796, deaths 265 (5 today).

#COVIDー19 #CoronaVirusUpdates #Gurugram https://t.co/KLrBl1m0Z1",0.7446,WOMEN
7800,2020-07-05 08:17:34+00:00,"@manmohan1457 @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Are you expecting reply? No way Andha Kanoon and deaf Government and limping burecracy. Otherwise we could have got our Flats. Loan Emi ended, 90% paid struggling for 12years, HRERA two years gone and nothing happened. Can't expect miracle now.",-0.7948,WORLD NEWS
7801,2020-07-05 08:11:34+00:00,"News Today 9 pm: strong EXCLUSIVE report from @patelanandk .. Ventilators purchased under PM Care Fund found dumped in Gurugram factory godown even as hospitals struggle with ICU beds: 60,000 ventilators end June target not met. @TelanganaCMO @asadowaisi @MinisterKTR @NR_abuaimal https://t.co/jV76NB9MfH",0.5766,WOMEN
7802,2020-07-05 07:01:44+00:00,"RT sardesairajdeep: News Today 9 pm: strong EXCLUSIVE report from patelanandk .. Ventilators purchased under PM Care Fund found dumped in Gurugram factory godown even as hospitals struggle with ICU beds: 60,000 ventilators end June target not met.. India… https://t.co/DhtxRzb7VG",0.5766,WORLDPOST
7803,2020-07-05 06:33:28+00:00,"Amid exodus, enter the furniture-keepers in Gurugram | Gurgaon News - Times of India https://t.co/undMm1jNH4",0.0,TRAVEL
7804,2020-07-05 06:01:18+00:00,"Amid exodus, enter the furniture-keepers in Gurugram | Gurgaon News https://t.co/nGXcKvq1mF",0.0,TRAVEL
7805,2020-07-05 05:06:42+00:00,@KamalSharmajee @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI A very simple question to Haryana Govt. What is the purpose of Forming Hrera when this authority is not able to execute any of their order passed against builders? Builders are continuously non compliant and Hrera is powerless!!!!,-0.6115,WOMEN
7806,2020-07-05 02:35:43+00:00,"News yesterday 9 pm: strong EXCLUSIVE report from @patelanandk .. Ventilators purchased under PM Care Fund found dumped in Gurugram factory godown even as hospitals struggle with ICU beds: 60,000 ventilators end June target not met.. @IndiaToday news without the Noise https://t.co/DS6RhwYrJG",0.5766,WOMEN
7807,2020-07-05 00:51:39+00:00,@ankursamarth @republic @TimesNow @ndtv @indiatvnews can you please cover this news ??? Electricity has turned from a basic necessity to a luxury now ... This will help the citizens of gurugram a lot,0.6747,
7808,2020-07-04 18:33:48+00:00,"@RajuBistaBJP @UIDAI @OfficeOfRSP @GoI_MeitY @BJP4India @praveenagrawal_ @anandbhansali1 @KishorBarmanBJP @_DigitalIndia @mygovindia @transformIndia Any advice? News Today 9 pm: strong EXCLUSIVE report from @patelanandk .. Ventilators purchased under PM Care Fund found dumped in Gurugram factory godown even as hospitals struggle with ICU beds: 60,000 ventilators end June target not met.. @IndiaToday news without the Noise",0.5766,POLITICS
7809,2020-07-04 17:54:08+00:00,"Ventilators purchased under PM Care Fund found dumped in Gurugram factory godown even as hospitals struggle with ICU beds: 60,000 ventilators end June target not met...@IndiaToday news without the Noise https://t.co/HvvmVNJEkp",-0.2023,WOMEN
7810,2020-07-04 17:32:34+00:00,"Gurugram reports three new COVID-19 deaths, toll 99 - Window To News https://t.co/1hLV9YomNH 

#Gurugram,#COVID19,#Haryana",0.0,WOMEN
7811,2020-07-04 16:21:45+00:00,"Visva-Bharati scraps famed Poush Mela, citing 'bitter experience' in enforcing NGT guidelines. Started in 1894, the art, handicraft and music festival in Shantiniketan is attended by thousands of people every year from India &amp; abroad",0.1027,TRAVEL
7812,2020-07-04 15:29:26+00:00,"If not true then @mlkhattar govt should file case against #rajdeepsardesai &amp; the channel for promoting fake news!
@DC_Gurugram @cmohry https://t.co/59yip0Ajxo",-0.498,POLITICS
7813,2020-07-04 15:28:09+00:00,"Daily news headlines | 4 July | Canwinn Foundation, Gurugram
Youtube: https://t.co/7wjIqMsEJI

@PMOIndia @cmohry @JagranNews @DC_Gurugram 

Helpline: +919654000098

#CanwinnFightsCorona #IndiaFightsCorona #stayhome #staysafe",0.0,WOMEN
7814,2020-07-04 14:40:14+00:00,"News Today 9 pm: strong EXCLUSIVE report from @patelanandk .. Ventilators purchased under PM Care Fund found dumped in Gurugram factory godown even as hospitals struggle with ICU beds: 60,000 ventilators end June target not met.. @IndiaToday news without the Noise https://t.co/VkMyZqpKGt",0.5766,WOMEN
7815,2020-07-04 11:02:41+00:00,@AmlanIndia @dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC Please help,0.6124,WORLD NEWS
7816,2020-07-04 10:09:29+00:00,"PNB Housing Finance to auction Vipul’s project in Gurugram, Real Estate News, ET RealEstate https://t.co/y8DJ5VqlFR",0.0,HOME & LIVING
7817,2020-07-04 10:05:00+00:00,"An Earthquake of magnitude nearly 4.7 Shook southwest of Gurugram , Haryana around 7:00PM ,this shook felt in the parts of north india 

#Delhi #Earthquake #Haryana #earthquakeinDelhi 
From : @News_Buffet_in
https://t.co/WSHHDxSxHa",-0.2263,WORLDPOST
7818,2020-07-04 09:55:17+00:00,"An Earthquake of magnitude nearly 4.7 Shook southwest of Gurugram , Haryana around 7:00PM ,this shook felt in the parts of north india 

#Delhi #Earthquake #Haryana #earthquakeinDelhi 

https://t.co/865gA2nzvP",-0.2263,WORLDPOST
7819,2020-07-04 08:51:04+00:00,@AmlanIndia @dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC Thank you for all your efforts and support. Hope we get justice soon. #ILD Greens project Sector 37C 95%Paid Project of 2008,0.8885,IMPACT
7820,2020-07-04 08:31:16+00:00,"@AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Lost all the patience now and we are forced to do demonstration to seek solution from the authorities . Waiting for more than 8 years,but no authority is able to force ild for completing theproject",-0.4257,POLITICS
7821,2020-07-04 07:09:19+00:00,Haryana: GMCBL resumes services in Gurugram - ANI News Haryana: GMCBL resumes services in Gurugram  ANI News https://t.co/RmP7t6eBQP,0.0,TRAVEL
7822,2020-07-04 06:57:55+00:00,"PNB Housing Finance to auction Vipul’s project in Gurugram, Real Estate News, ET RealEstate https://t.co/KkIcf5N9tt",0.0,HOME & LIVING
7823,2020-07-04 06:01:18+00:00,"After Delhi, we’re testing most in NCR: Gurugram administration | Gurgaon News https://t.co/57DAd815ES",0.0,TRAVEL
7824,2020-07-04 05:59:25+00:00,@AmlanIndia @rakeshdaultabad @cmohry @PMOIndia @AmitShah @nsitharaman @nitin_gadkari @PiyushGoyal @HardeepSPuri @Dchautala @anilvijminister @DC_Gurugram @gurgaonpolice @HTGurgaon @NavbharatTimes @DainikBhaskar @JagranNews @timesofindia @CNNnews18 @TimesNow @republic @ndtvfeed @aajtak @ZeeNews @ABPNews @indiatvnews @HeadlinesToday_ @PTI_News @ANI A new hope to the buyers through the media. Govt. Agencies should help the buyers in the fight for justice.,0.7506,POLITICS
7825,2020-07-04 05:57:10+00:00,"@AmlanIndia @rakeshdaultabad @cmohry @PMOIndia @AmitShah @nsitharaman @nitin_gadkari @PiyushGoyal @HardeepSPuri @Dchautala @anilvijminister @DC_Gurugram @gurgaonpolice @HTGurgaon @NavbharatTimes @DainikBhaskar @JagranNews @timesofindia @CNNnews18 @TimesNow @republic @ndtvfeed @aajtak @ZeeNews @ABPNews @indiatvnews @HeadlinesToday_ @PTI_News @ANI Sir,I pray&amp; hope dat ur waiting doesn't illude us. We had been waiting frm2008, 4 atleast 1 authority to hear us #ildgreens 37cGurgaon",0.4939,TRAVEL
7826,2020-07-04 05:44:33+00:00,@AmlanIndia @dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC Please help the buyers. We are kept waiting for long now...,0.6124,CULTURE & ARTS
7827,2020-07-04 05:41:12+00:00,"@rakeshdaultabad @cmohry @PMOIndia @AmitShah @nsitharaman @nitin_gadkari @PiyushGoyal @HardeepSPuri @Dchautala @anilvijminister @DC_Gurugram @gurgaonpolice @HTGurgaon @NavbharatTimes @DainikBhaskar @JagranNews @timesofindia 

Thank You 4 Understanding Our Woes

We Request Media 2 Help Us knock open d Doors

Requesting

@CNNnews18 @TimesNow @republic @ndtvfeed @aajtak @ZeeNews @ABPNews @indiatvnews @HeadlinesToday_ @PTI_News @ANI https://t.co/z1Mm6ewlla",0.3182,TRAVEL
7828,2020-07-04 04:51:46+00:00,"@manindragacl @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Please note. Paid 90%, waited for 12 years, paying EMI and staying in rented accommodation. ILD, the builder who is not at all bothered of such ordeal of his buyers.  Hrera expected to get our home delivered??? Where is my 'Awas'?? A never ending wait...please do something...",0.6395,TRAVEL
7829,2020-07-04 04:30:01+00:00,@AmlanIndia @dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC Request everyone to stand by us and help us in getting our homes as soon as possible...🙏🙏,0.4019,TRAVEL
7830,2020-07-04 03:56:28+00:00,@AmlanIndia @dilipkumarbhat6 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC Hope Homebuyers get justice #ILDGreensGurgaon  @anilvijminister @DrKKKhandelwal @naqvimukhtar @FightForRERAInd https://t.co/GcLDNPODRZ,0.743,TRAVEL
7831,2020-07-04 03:46:15+00:00,@manindragacl @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI There is no assistance being provided by HRERA at all..,-0.296,TRAVEL
7832,2020-07-04 02:47:01+00:00,"After Delhi, we’re testing most in NCR: Gurugram administration | Gurgaon News - Times of India https://t.co/ui26rrte7Q",0.0,TRAVEL
7833,2020-07-04 02:05:42+00:00,@DC_Gurugram This has to be the best news ever heard. Great job 👏👍👌,0.9375,BUSINESS
7834,2020-07-04 02:04:13+00:00,"@manmohan1457 @MySoulCurry @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Haryana Government, wake up.....!     intervene now....! Get us our homes, we are not asking for charity, give us our rightful, 12 years is a long long time....! Nobody from Mars will come for us. You all sitting in the authorities have to do it.....!!!!!",-0.5423,TRAVEL
7835,2020-07-04 01:42:39+00:00,@AmlanIndia @dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC Thanks a million for supporting our case and standing along with buyers at difficult times. Please keep following....,0.6808,TRAVEL
7836,2020-07-04 01:09:42+00:00,@AmlanIndia @dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC Grateful to all those agencies to stand with the ild buyers . Request national agencies also to help us reaching out the max authorities so that someone can help us out in getting our dream homes which has been delayed for more than 8 years now.,0.8519,POLITICS
7837,2020-07-03 19:25:19+00:00,"@sudhirsinglabjp @cmohry so bad electricity supply fluctuations in #sector56 #gurugram that it's getting difficult to stay in home since last 3-4 hours in this covid era , please fix the issues permanently...
#Gurgaon #DHBVN @news_gurgaon @TOIGurgaon",-0.6899,POLITICS
7838,2020-07-03 19:24:34+00:00,@AmlanIndia @dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @GurugramNews @CREDAINCR @NC_DRC JUSTICE!!,0.6924,WORLD NEWS
7839,2020-07-03 18:31:35+00:00,@manmohan1457 @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Both  builders and hrera is giving sleepless nights to the buyers. Unanswered questions means no justice. When will the government wake up for the needs of the common man??? Waiting for a house since 2012 and the waiting doesn't seem to end......,-0.2302,PARENTING
7840,2020-07-03 18:06:38+00:00,"@dilipkumarbhat6 @HarishK94160090 @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI @Dainik_Jagaran @indianews_hr @gurugramnews

Thank You 4 Standing WITH US 4 Justice.

https://t.co/55coSjGEtk

We REQUEST the National Media to help us reach to

@cmohry @Dchautala @CREDAINCR @NC_DRC 

GIVE US JUSTICE 🙏 
#ildgreens 37cGurgaon 95%Paid Project of 2008",0.9158,POLITICS
7841,2020-07-03 17:45:25+00:00,@DC_Gurugram Good news! However why there is no regular sanitizations in RWA sectors?,0.2481,WOMEN
7842,2020-07-03 16:27:58+00:00,"Gurugram officials trying to trace 270 suspected corona patients - Window To News https://t.co/GdUO5PMuzq 

#Gurugram,#DCP,#NikitaGahlawat",-0.2263,WOMEN
7843,2020-07-03 16:09:24+00:00,@manmohan1457 @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Absolute joke of an Indian judiciary system. Shameless people around no wonder why we have run around to get justice.,0.25,POLITICS
7844,2020-07-03 16:09:18+00:00,"Google News - Earthquake in Delhi, Gurugram, Noida: Tremors of magnitude 4.7 felt in NCR, epicentre in Alwar https://t.co/HFslsWqT5X",0.0,TRAVEL
7845,2020-07-03 16:00:37+00:00,"@Sushantbarnwal2 @manmohan1457 @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Request the authorities to help us here!
#ILDGreens #Gurgaonsector37c",0.4574,TRAVEL
7846,2020-07-03 15:56:21+00:00,Gurugram students create plumbing system to save water https://t.co/QkQL6Fh8qi via @Hindustan Abtak - A online news portal,0.6486,PARENTING
7847,2020-07-03 15:49:53+00:00,"4.7 magnitude earthquake shakes Haryana's Gurugram - Window To News https://t.co/f2pWhqN17o 

#Gurugram,#NewDelhi,#Gurugram,#NationalCentre",0.0,TRAVEL
7848,2020-07-03 15:43:09+00:00,"Delhi experiences tremors as 4.5 magnitude earthquake strikes Gurugram – India News , Firstpost https://t.co/lsE4YNhAPp",-0.3612,WORLDPOST
7849,2020-07-03 15:33:22+00:00,@manmohan1457 @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI I really don’t have words for your suffering. May god give you strength because you will be having more agony and pain from HRERA and builder,-0.6659,WOMEN
7850,2020-07-03 15:31:26+00:00,"RT yographic39: RT justice4manav: 60th Day. #JusticeForManav 

Where is Justice in #Gurgaon / #Gurugram #Haryana, #India? A #cybercity with #cybercrime flourishing. The guilty walk fearlessly with gay abandon, criminals are protected &amp; there is no rule nor fear.
PTI_News ANI…",-0.6602,BUSINESS
7851,2020-07-03 15:19:27+00:00,@manmohan1457 @HarishK94160090 @AmlanIndia @cmohry @PMOIndia @DrKKKhandelwal @PiyushGoyal @anilvijminister @nsitharaman @AmitShah @nitin_gadkari @Dchautala @rakeshdaultabad @DC_Gurugram @gurgaonpolice @ndtvfeed @timesofindia @htTweets @DainikBhaskar @JagranNews @DEEPAKKAHUJA @ABPNews @aajtak @ZeeNews @IndiaToday @PTI_News @ANI Homebuyers in ILD Greens are feeling cheated and left to fend for themselves. Authorities are requested to please intervene,-0.128,WEDDINGS
7852,2020-07-03 15:06:31+00:00,Delhi earthquake latest news| Delhi earthquake today: 2.1 magnitude quake hits national capital; epicentre at Delhi-Gurugram border https://t.co/oDW88vz9o0,0.0,WORLDPOST
